window_id,source_type,user_id,emotion_code,emotion_label,window_keystrokes,valid_dwell_count,valid_dd_count,valid_ud_count,dwell_mean_ms,dwell_std_ms,dwell_median_ms,dwell_min_ms,dwell_max_ms,dd_mean_ms,dd_std_ms,dd_median_ms,dd_min_ms,dd_max_ms,ud_mean_ms,ud_std_ms,ud_median_ms,ud_min_ms,ud_max_ms,typing_speed_kps,pause_ratio_500,pause_ratio_1000,pause_ratio_2000,correction_ratio,space_ratio,rhythm_cv,overlap_ratio,z_rhythm_cv,z_pause_ratio_1000,z_correction_ratio,z_dd_std_ms,distraction_index,behaviour_proxy
13,fixed_text,100,N,Neutral,40,38,40,38,131.28947368421052,179.28490204815967,97.5,57.0,1184.0,412.675,335.2161482172973,300.0,31.0,1610.0,288.8157894736842,406.2413644995312,205.5,-1135.0,1470.0,2.4232143938935,0.275,0.075,0.0,0.0,0.2,0.8123005954256917,0.07894736842105263,-0.20497693811965062,0.9948738702279778,-0.6744907594765952,0.31646993713790306,0.13929257140188206,focused
14,fixed_text,100,N,Neutral,40,37,40,37,97.35135135135135,25.490974673201293,95.0,57.0,152.0,489.5,339.572431003219,472.0,28.0,1419.0,429.1621621621622,327.01541872530123,401.0,-124.0,1315.0,2.0429009193054135,0.45,0.05,0.0,0.025,0.175,0.6937128314672503,0.02702702702702703,-0.5764724074727193,0.4384189936597869,0.0,0.3432541144090363,-0.018751527356160244,focused
15,fixed_text,100,N,Neutral,40,40,40,40,110.125,83.80875283215978,85.5,66.0,540.0,479.625,341.4664219329513,349.0,98.0,1394.0,369.5,351.88022437712,246.5,-79.0,1273.0,2.0849622100599428,0.25,0.1,0.0,0.0,0.2,0.711944585734587,0.05,-0.5193584702283368,1.5513287467961692,-0.6744907594765952,0.3548991318022622,0.2019598773339532,focused
16,fixed_text,100,N,Neutral,40,40,40,40,83.2,19.901294894090146,79.0,51.0,135.0,678.9,937.6660003461404,409.5,79.0,5217.0,595.7,940.4157345802727,330.0,-9.0,5142.0,1.4729709824716453,0.375,0.125,0.1,0.05,0.15,1.3811548097601127,0.025,1.5770514625650567,2.10778362336436,0.6744907594765952,4.020573740622496,1.9222873118957713,distracted
17,fixed_text,100,N,Neutral,40,23,40,23,118.30434782608695,107.9622976205577,92.0,65.0,606.0,292.425,316.13579421605425,206.5,12.0,1270.0,345.2608695652174,341.16501171338086,292.0,-299.0,1181.0,3.4196802598956997,0.25,0.05,0.0,0.0,0.1,1.0810833349270899,0.08695652173913043,0.637028734574103,0.4384189936597869,-0.6744907594765952,0.1991562527240146,0.24946104121215532,focused
18,fixed_text,100,N,Neutral,38,38,37,37,89.47368421052632,23.234104525175294,83.0,56.0,162.0,465.0810810810811,354.8943800921917,331.0,73.0,1778.0,377.56756756756755,354.4631731804323,238.0,-41.0,1664.0,2.1501627150162714,0.40540540540540543,0.08108108108108109,0.0,0.02631578947368421,0.15789473684210525,0.7630806638430434,0.05405405405405406,-0.35916638376287685,1.1302277591229435,0.035499513656662825,0.43745961499420927,0.2860789384003401,focused
19,fixed_text,100,H,Happy,40,40,40,40,101.0,18.836679984023533,98.0,66.0,148.0,827.325,848.1275118058907,460.5,154.0,4675.0,726.325,842.7644190553141,335.0,64.0,4567.0,1.2087148339527995,0.45,0.35,0.05,0.175,0.1,1.0251443046032582,0.0,0.4617906186704249,7.11587751247808,4.046944556859571,3.470055129341851,3.6262871510512644,distracted
20,fixed_text,100,H,Happy,40,40,40,40,100.275,20.87200001474187,101.0,59.0,155.0,617.125,515.4356975737452,380.0,188.0,2329.0,516.85,514.8907551545179,284.0,84.0,2211.0,1.6204172574437918,0.4,0.175,0.025,0.0,0.2,0.8352208994510758,0.0,-0.13317535575227343,3.220693376500742,-0.6744907594765952,1.424532153228765,0.9983783095259225,distracted
21,fixed_text,100,H,Happy,40,40,40,40,98.95,25.72532424853587,96.5,57.0,158.0,672.5,461.8155364900468,485.0,157.0,1713.0,573.55,459.9467053853868,371.0,82.0,1616.0,1.486988847583643,0.5,0.2,0.0,0.075,0.125,0.6867145524015565,0.0,-0.5983956555329892,3.7771482530689333,1.3489815189531902,1.0948538540114103,1.3577303783764834,distracted
22,fixed_text,100,H,Happy,40,40,39,39,116.825,74.77655175459546,103.0,65.0,552.0,487.28205128205127,783.952165186719,236.0,134.0,4317.0,370.2307692307692,791.5127907846521,126.0,-250.0,4236.0,2.052199536939592,0.15384615384615385,0.10256410256410256,0.07692307692307693,0.025,0.175,1.6088262703789749,0.05128205128205128,2.29026936378582,1.608401041828804,0.0,3.0754793075335694,1.7454364860037135,distracted
23,fixed_text,100,H,Happy,40,40,40,40,114.85,22.794005059810498,116.0,55.0,170.0,184.55,66.16023672174188,176.0,96.0,392.0,69.7,69.60923899775197,57.0,-36.0,275.0,5.4185857491194795,0.0,0.0,0.0,0.0,0.175,0.35849491585880183,0.125,-1.6265970808594241,-0.6744907594765952,-0.6744907594765952,-1.3377939349487655,-1.107223448281411,focused
24,fixed_text,100,H,Happy,40,40,40,40,120.275,33.58951874068411,112.5,81.0,261.0,232.8,228.8493177975636,165.5,102.0,1399.0,112.525,227.04963734944133,60.5,-124.0,1269.0,4.29553264604811,0.075,0.025,0.0,0.05,0.1,0.9830297156252732,0.1,0.3298598150466127,-0.11803588290840415,0.6744907594765952,-0.33751608299323765,0.1643109098401266,focused
25,fixed_text,113,N,Neutral,40,40,40,40,94.175,51.46364786217599,83.0,50.0,375.0,365.8,284.8273611172663,262.5,65.0,1383.0,271.625,289.2517923176525,145.5,-117.0,1307.0,2.733734281027884,0.225,0.025,0.0,0.05,0.2,0.7786423212609795,0.05,-0.3104169594258617,-0.11803588290840415,0.6744907594765952,0.006659423796979839,-0.008159635206706824,focused
26,fixed_text,113,N,Neutral,40,40,40,40,86.35,18.600454915859533,82.5,52.0,140.0,382.325,346.04093336497425,239.5,33.0,1282.0,295.975,346.8935022785479,160.0,-19.0,1217.0,2.615575753612764,0.3,0.125,0.0,0.05,0.125,0.9050962750669568,0.05,0.08572062975379181,2.10778362336436,0.6744907594765952,0.3830250664913725,0.85468921929216,distracted
27,fixed_text,113,N,Neutral,40,40,40,40,95.625,60.19527517875596,84.5,54.0,453.0,332.275,274.4606821124677,216.0,66.0,1279.0,236.65,276.21615003192977,122.0,-60.0,1173.0,3.009555338198781,0.225,0.025,0.0,0.0,0.2,0.8260046109772559,0.075,-0.1620468792382452,-0.11803588290840415,-0.6744907594765952,-0.05707908488633918,-0.23558718723417696,focused
28,fixed_text,113,N,Neutral,40,40,40,40,84.5,14.255902960906027,82.5,63.0,112.0,391.425,648.7590871850106,209.0,74.0,4102.0,306.925,646.6989307639855,122.0,-7.0,4024.0,2.5547678354729513,0.2,0.025,0.025,0.025,0.175,1.6574288489110571,0.025,2.4425248505312553,-0.11803588290840415,0.0,2.244257932573683,1.1561116226994705,distracted
29,fixed_text,113,N,Neutral,40,40,40,40,87.575,23.203544711519555,84.5,51.0,202.0,330.85,267.23863819363726,197.5,48.0,1074.0,243.275,267.7992921899457,128.0,-74.0,969.0,3.022517757291824,0.2,0.025,0.0,0.125,0.125,0.8077335293747536,0.05,-0.21928401576009146,-0.11803588290840415,2.697963037906381,-0.10148311329491681,0.4122099701984854,focused
30,fixed_text,113,N,Neutral,34,34,33,33,81.3529411764706,11.90844455390395,82.5,50.0,103.0,366.0,332.6957130772803,203.0,76.0,1190.0,284.6060606060606,328.94451844060455,125.0,-16.0,1108.0,2.73224043715847,0.2727272727272727,0.12121212121212122,0.0,0.0,0.20588235294117646,0.9090046805390172,0.030303030303030304,0.09796434594169472,2.023472278429786,-0.6744907594765952,0.3009732889843956,0.5515770460608691,focused
31,fixed_text,113,C,Calm,40,40,40,40,85.55,16.12125527975014,82.5,62.0,135.0,424.2,448.3113158257729,267.0,52.0,2301.0,338.65,451.633647198757,185.5,-31.0,2222.0,2.3573785950023574,0.25,0.1,0.025,0.025,0.15,1.0568394998250186,0.025,0.5610809757200053,1.5513287467961692,0.0,1.0118244782901356,0.8135506372843728,focused
32,fixed_text,113,C,Calm,40,40,40,40,92.4,33.615320072695184,88.0,48.0,267.0,384.05,417.60568752881017,228.0,53.0,1993.0,291.65,422.52728936295966,134.5,-93.0,1909.0,2.6038276266111184,0.2,0.1,0.0,0.0,0.15,1.087373226217446,0.05,0.6567328426464124,1.5513287467961692,-0.6744907594765952,0.8230339355399658,0.6838120574007709,focused
33,fixed_text,113,C,Calm,40,40,40,40,97.1,56.801408433242216,87.5,35.0,405.0,411.25,374.26158067484135,261.0,83.0,1594.0,314.15,383.5368166729105,167.5,-160.0,1507.0,2.43161094224924,0.25,0.125,0.0,0.05,0.125,0.910058554832441,0.1,0.10126577867139717,2.10778362336436,0.6744907594765952,0.5565369474685135,0.886156803559893,focused
34,fixed_text,113,C,Calm,40,40,40,40,85.75,15.476615942306026,84.0,52.0,117.0,361.05,359.09237080343377,213.5,103.0,1733.0,275.3,358.2063006790275,123.5,-4.0,1635.0,2.7696994876055947,0.225,0.1,0.0,0.0,0.2,0.9945779554173487,0.025,0.36603655553446224,1.5513287467961692,-0.6744907594765952,0.4632705489757803,0.5281038489269605,focused
35,fixed_text,113,C,Calm,24,17,23,16,115.05882352941177,130.83791049817867,83.0,57.0,617.0,646.3478260869565,1343.2926171672234,186.0,11.0,6408.0,768.6875,1582.8717664948942,120.0,-172.0,6348.0,1.5471545809229115,0.30434782608695654,0.21739130434782608,0.043478260869565216,0.16666666666666666,0.125,2.0782813261701962,0.125,3.7609137242988386,4.164247297638109,3.822114303700706,6.514529194096874,4.307196232650699,focused
36,fixed_text,113,H,Happy,40,40,40,40,88.9,19.389132562816254,87.0,63.0,157.0,352.975,246.05862210623815,253.5,57.0,906.0,264.075,236.21865007028052,151.5,-23.0,805.0,2.833061831574474,0.225,0.0,0.0,0.075,0.2,0.6970992906189903,0.025,-0.5658637730737981,-0.6744907594765952,1.3489815189531902,-0.23170636402686579,-0.16535919923219966,focused
37,fixed_text,113,H,Happy,40,40,40,40,89.725,48.944231738917104,82.0,29.0,364.0,264.875,178.05806997171254,208.0,78.0,811.0,175.15,186.84719521302523,120.5,-199.0,782.0,3.7753657385559225,0.15,0.0,0.0,0.1,0.1,0.6722343368445967,0.025,-0.643757287248649,-0.6744907594765952,2.023472278429786,-0.6498010866174525,-0.12043798568666639,focused
38,fixed_text,113,H,Happy,40,40,40,40,84.875,14.70772952199991,83.0,60.0,126.0,409.9,403.82128568121664,250.0,69.0,1528.0,325.025,402.44231868902017,161.0,-23.0,1435.0,2.4396194193705782,0.225,0.15,0.0,0.025,0.125,0.9851702505030902,0.05,0.33656538889805915,2.664238499932551,0.0,0.7382818933044047,1.0278117200897467,distracted
39,fixed_text,113,A,Angry,40,40,40,40,83.4,15.620171048671125,84.5,52.0,120.0,310.725,290.0862813733625,192.5,96.0,1490.0,227.325,289.1100746366516,108.0,27.0,1411.0,3.218279829431169,0.175,0.05,0.0,0.025,0.125,0.9335788281385872,0.0,0.17494686244865176,0.4384189936597869,0.0,0.03899337898676725,0.19860610680297927,overloaded
40,fixed_text,113,A,Angry,40,40,40,40,94.025,53.71648627224139,85.5,44.0,324.0,342.675,344.82737319953634,217.0,93.0,1978.0,248.65,351.06457511038604,138.5,-115.0,1900.0,2.9182169694316773,0.2,0.025,0.0,0.15,0.175,1.0062810919954368,0.075,0.4026985354121123,-0.11803588290840415,3.372453797382976,0.37556361088860046,0.8363590236316033,overloaded
41,fixed_text,113,A,Angry,40,40,40,40,84.7,15.427581029126259,86.5,49.0,112.0,250.2,177.66118719601485,177.5,75.0,789.0,165.5,173.550849712404,95.5,-8.0,688.0,3.9968025579536373,0.1,0.0,0.0,0.0,0.175,0.7100766874341121,0.1,-0.525209965632887,-0.6744907594765952,-0.6744907594765952,-0.6522412814217247,-0.6189050599230668,overloaded
42,fixed_text,113,A,Angry,40,40,40,40,91.85,23.185483964469377,89.5,65.0,210.0,448.5,612.5999656780255,237.5,83.0,3394.0,356.65,614.5155920076502,159.5,-34.0,3315.0,2.229654403567447,0.225,0.075,0.05,0.025,0.175,1.3658862110992764,0.075,1.5292200924764967,0.9948738702279778,0.0,2.0219371219179925,1.1369797617228659,overloaded
43,fixed_text,113,S,Sad,40,40,40,40,96.175,33.770634717617746,92.5,64.0,282.0,328.4,251.20864757285847,229.5,96.0,1027.0,232.225,255.69718543821642,125.5,-97.0,935.0,3.0450669914738127,0.225,0.05,0.0,0.0,0.2,0.7649471606968894,0.05,-0.35331927861796036,0.4384189936597869,-0.6744907594765952,-0.20004193776542303,-0.15704049197848252,fatigued
44,fixed_text,113,S,Sad,40,40,40,40,96.525,69.19388868078764,87.0,50.0,512.0,318.8,400.16055752019315,199.0,61.0,2022.0,222.275,398.69955190883735,106.5,-60.0,1926.0,3.1367628607277287,0.125,0.05,0.025,0.05,0.175,1.255208775157444,0.075,1.1825050129475978,0.4384189936597869,0.6744907594765952,0.7157742653966958,0.7876667443344187,fatigued
45,fixed_text,113,S,Sad,40,40,40,40,101.85,44.852779120939594,94.0,45.0,349.0,284.5,159.7871982292346,251.5,68.0,751.0,182.65,164.34899545690052,129.0,-109.0,664.0,3.51493848857645,0.075,0.0,0.0,0.0,0.2,0.5616421730377315,0.075,-0.9902052379377331,-0.6744907594765952,-0.6744907594765952,-0.7621377487896559,-0.7981378753349526,fatigued
46,fixed_text,113,S,Sad,28,28,27,27,95.57142857142857,43.21130559491267,86.0,64.0,300.0,368.4074074074074,571.6588048598475,196.0,78.0,2568.0,272.3333333333333,567.3441500671216,109.0,-59.0,2427.0,2.7143862471096813,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.0,0.14285714285714285,1.5517027979507272,0.07407407407407407,2.111320790236143,1.7986420252709203,-0.6744907594765952,1.7702144117707341,1.409188894034217,fatigued
47,fixed_text,58,N,Neutral,40,40,40,40,120.2,33.89440616430341,130.5,51.0,178.0,354.9,382.64449591809137,221.5,70.0,1639.0,234.7,382.7449575946136,96.0,-33.0,1509.0,2.8176951253874334,0.15,0.1,0.0,0.025,0.175,1.0781755309047376,0.125,0.6279195652634392,1.5513287467961692,0.0,0.6080784793106868,0.7763822437776574,distracted
48,fixed_text,58,N,Neutral,40,40,40,40,108.125,33.56599889845798,118.5,56.0,164.0,399.925,311.35258169510195,276.0,84.0,1117.0,291.8,307.6059083824543,173.5,-24.0,996.0,2.5004688379071074,0.3,0.1,0.0,0.05,0.225,0.7785274281305293,0.075,-0.31077688085449245,1.5513287467961692,0.6744907594765952,0.1697471398673558,0.5169869386152007,focused
49,fixed_text,58,N,Neutral,40,40,40,40,100.55,33.849554025013504,102.0,50.0,192.0,344.65,320.8042417713044,247.5,107.0,1786.0,244.1,323.3660147374481,162.5,-37.0,1698.0,2.901494269548818,0.175,0.05,0.0,0.0,0.175,0.9308116691463932,0.075,0.16627828658327073,0.4384189936597869,-0.6744907594765952,0.22785974444978277,0.08900390817422921,focused
50,fixed_text,58,N,Neutral,40,40,40,40,112.9,45.47628291419944,107.0,42.0,233.0,400.975,536.4001800942355,213.5,80.0,2951.0,288.075,536.9744484920426,107.5,-70.0,2826.0,2.4939210673982166,0.2,0.1,0.025,0.0,0.175,1.3377397096932113,0.15,1.4410465963124461,1.5513287467961692,-0.6744907594765952,1.5534302169727108,1.0678813133987946,distracted
51,fixed_text,58,N,Neutral,40,40,40,40,124.925,48.77966553012402,131.0,50.0,276.0,334.8,283.08322596104637,213.0,103.0,1073.0,209.875,285.33293081986943,125.0,-70.0,933.0,2.986857825567503,0.225,0.075,0.0,0.0,0.2,0.845529348748645,0.275,-0.10088246074967565,0.9948738702279778,-0.6744907594765952,-0.004064220076641463,0.12764551489919163,focused
52,fixed_text,58,S,Sad,40,40,40,40,124.55,51.70128699484256,118.0,40.0,287.0,293.425,263.5994326576518,181.0,117.0,1253.0,168.875,279.5297504922444,59.0,-123.0,1131.0,3.4080259009968477,0.125,0.05,0.0,0.0,0.225,0.8983536939853516,0.2,0.06459839724049597,0.4384189936597869,-0.6744907594765952,-0.12385841145437766,0.000658223518633979,fatigued
53,fixed_text,58,S,Sad,40,40,40,40,104.325,46.212101589663,96.5,50.0,243.0,456.0,497.4980479281378,226.5,76.0,2536.0,351.675,506.4892935563194,137.5,-99.0,2446.0,2.192982456140351,0.275,0.1,0.025,0.05,0.2,1.0910044910704777,0.125,0.6681083707438563,1.5513287467961692,0.6744907594765952,1.3142442744234457,1.0312713468580363,fatigued
54,fixed_text,58,S,Sad,40,40,40,40,98.05,32.74607042387114,90.0,50.0,181.0,454.925,665.9636698915224,226.5,94.0,4141.0,356.875,663.2383717944197,140.5,-53.0,4046.0,2.1981645326152663,0.25,0.075,0.025,0.0,0.2,1.4638977191658458,0.075,1.8362570917064702,0.9948738702279778,-0.6744907594765952,2.3500386212324402,1.1587597844552049,fatigued
55,fixed_text,58,S,Sad,25,25,24,24,113.2,50.48762224545735,120.0,53.0,283.0,343.9166666666667,357.6657313223044,194.0,72.0,1323.0,229.5,376.38659588940914,95.0,-99.0,1235.0,2.907681124303368,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16,1.0399778957760244,0.2916666666666667,0.5082592570102917,1.1803588290840414,-0.6744907594765952,0.4544989961078041,0.46527508619966607,fatigued
56,fixed_text,58,C,Calm,40,40,40,40,110.45,36.359282664780885,123.5,45.0,169.0,406.825,414.9054194045699,245.0,119.0,1996.0,296.375,430.674884070607,127.5,-18.0,1941.0,2.4580593621335955,0.275,0.05,0.0,0.05,0.15,1.019862150567369,0.15,0.44524341154502933,0.4384189936597869,0.6744907594765952,0.8064316019281592,0.5432237843232393,focused
57,fixed_text,58,C,Calm,40,40,39,40,125.6,40.27775361036705,129.0,54.0,227.0,365.53846153846155,354.0639138075621,200.0,76.0,1705.0,230.85,359.8311961789719,71.0,-54.0,1632.0,2.7356902356902357,0.2564102564102564,0.07692307692307693,0.0,0.0,0.15,0.9686091918136167,0.175,0.28468517743724,1.0376780915024542,-0.6744907594765952,0.4323535745284472,0.3408981238377182,focused
58,fixed_text,58,C,Calm,40,40,40,40,95.4,32.78820926288392,93.5,37.0,168.0,511.125,931.5432243573853,252.0,105.0,5503.0,415.725,923.3257609844079,161.5,-18.0,5358.0,1.9564685742235266,0.25,0.05,0.05,0.075,0.15,1.8225350439860803,0.05,2.959746875680411,0.4384189936597869,1.3489815189531902,3.982928453221908,2.034672676360004,focused
59,fixed_text,58,C,Calm,40,40,40,40,112.75,44.09125153064337,108.5,54.0,239.0,390.5,380.47830896089675,243.5,103.0,2194.0,277.75,392.2676839830626,150.5,-36.0,2126.0,2.560819462227913,0.25,0.025,0.025,0.025,0.175,0.9743362585426293,0.15,0.302626145978113,-0.11803588290840415,0.0,0.5947598913504606,0.15972236992238736,focused
60,fixed_text,63,N,Neutral,40,40,40,40,101.675,42.41878363565138,91.5,64.0,343.0,287.425,289.0245209630988,178.0,83.0,1347.0,185.75,296.0572319930466,86.0,-151.0,1269.0,3.4791684787335826,0.15,0.05,0.0,0.025,0.225,1.005565002915887,0.1,0.40045526983541063,0.4384189936597869,0.0,0.032465249284104235,0.2765548299329454,focused
61,fixed_text,63,N,Neutral,40,40,40,40,91.35,15.306358658564596,89.0,67.0,147.0,493.875,804.2141948224031,188.5,99.0,3238.0,402.525,802.0403784035711,94.0,7.0,3105.0,2.0248038471273095,0.175,0.125,0.075,0.025,0.2,1.6283759955907935,0.0,2.351512059497945,2.10778362336436,0.0,3.200058408639904,1.9353730691295743,distracted
62,fixed_text,63,N,Neutral,40,40,40,40,112.375,43.62526173604534,99.0,82.0,341.0,298.775,340.7436428287476,208.5,87.0,2027.0,186.4,346.61201245699374,100.0,-119.0,1926.0,3.347000251025019,0.1,0.05,0.025,0.0,0.175,1.1404690580829977,0.075,0.823064176682673,0.4384189936597869,-0.6744907594765952,0.35045519539909187,0.3372682873514164,focused
63,fixed_text,63,N,Neutral,40,40,40,40,103.25,42.687745193949866,95.0,66.0,337.0,376.75,378.0591291427905,203.0,45.0,1579.0,273.5,382.8612924164171,99.5,-102.0,1477.0,2.6542800265428004,0.275,0.1,0.0,0.025,0.175,1.0034747953358738,0.075,0.3939073544345061,1.5513287467961692,0.0,0.5798858016085575,0.6902490683322114,distracted
64,fixed_text,63,N,Neutral,40,40,40,40,98.675,20.272992644630214,93.0,73.0,156.0,366.35,371.2928590472582,204.0,41.0,1294.0,267.675,377.2813945068397,101.0,-52.0,1215.0,2.7296301351166914,0.2,0.125,0.0,0.0,0.2,1.0134921770090302,0.075,0.42528843273582395,2.10778362336436,-0.6744907594765952,0.5382840538320388,0.7270304946463331,distracted
65,fixed_text,63,N,Neutral,22,22,21,21,93.54545454545455,18.53112509813145,90.0,65.0,151.0,265.5238095238095,260.98977356356687,153.0,88.0,1202.0,170.66666666666666,253.97447378296374,65.0,-29.0,1051.0,3.7661406025824964,0.14285714285714285,0.047619047619047616,0.0,0.18181818181818182,0.09090909090909091,0.982924183076561,0.047619047619047616,0.32952921716360023,0.38542329112948287,4.23089658217137,-0.13990364433482458,1.0561559831301552,distracted
66,fixed_text,58,A,Angry,40,40,40,40,104.9,39.00874326714527,94.0,46.0,185.0,379.7,332.8280683429856,256.0,97.0,1698.0,274.8,337.09180062897116,155.5,-23.0,1574.0,2.633658151171978,0.25,0.025,0.0,0.025,0.125,0.8765553551303282,0.1,-0.003688446644190496,-0.11803588290840415,0.0,0.3017870623488971,0.00856633815434664,overloaded
67,fixed_text,58,A,Angry,40,40,40,40,98.95,32.588302132781266,92.0,55.0,161.0,344.875,304.7951129815501,257.5,78.0,1419.0,245.925,308.77096212448805,158.5,-32.0,1346.0,2.899601304820587,0.15,0.075,0.0,0.0,0.2,0.883784307304241,0.075,0.018957422466890188,0.9948738702279778,-0.6744907594765952,0.1294291869003695,0.18961348507154127,overloaded
68,fixed_text,58,A,Angry,40,40,40,40,114.725,40.28105586424544,117.5,50.0,203.0,398.0,353.5551311595276,245.0,109.0,1455.0,283.275,362.5822621073345,131.0,-23.0,1353.0,2.512562814070352,0.225,0.1,0.0,0.025,0.175,0.888329475275195,0.075,0.03319590080812819,1.5513287467961692,0.0,0.42922537433871855,0.5414009954725034,overloaded
